,title,paragraph,news_list,event_timestamp
1661,covid dont underestimate omicron chief warns,omicron variant probably present world country would mistake dismiss covid strain mild said head un health agency tuesday,Environmental,2021-12-15T02:53:00Z
1662,moderna booster shot omicron thing dont know right,omicron variant virus cause covid spreading across u moderna said effectiveness vaccine booster mutation,Commodities,2021-12-15T02:52:00Z
1663,tory mp warn boris johnson lockdown stealth,tory backbencher poised oppose plan b measure counter threat omicron variant biggest rebellion mr johnson premiership,Delays,2021-12-15T02:49:00Z
1664,orange county wastewater test find omicron variant,official orange county utility shared found trace omicron variant county wastewater preliminary test result,Commodities,2021-12-15T02:49:00Z
1665,new pfizer pill appears effective covid omicron varian,omicron variant spreading high rate speed pfizer new experimental pill help put brake,Financial Health,2021-12-15T02:41:00Z
1666,chart show travel industry look like year covid pandemic,travel industry shown sign bouncing back even covid omicron variant led country tighten border,Compliance,2021-12-15T02:39:00Z
1667,uk lawmaker ok virus restriction johnson face dissent,london ap british lawmaker voted tuesday approve new restriction curb spread omicron variant prime minister boris johnson,Compliance,2021-12-15T02:37:00Z
1668,pfizer covid pill near pc effective,pfizer inc yesterday said final analysis antiviral covid pill still showed near efficacy preventing hospitalisation death highrisk patient recent lab data suggests drug retains effectiveness fast spreading omicron variant coronavirus,Financial Health,2021-12-15T02:31:00Z
1669,omicron fear force canadian business prepare worst another lockdown,region across world impose restriction limit spread omicron covid variant canadian business preparing restriction home,Environmental,2021-12-15T02:29:00Z
1670,cornell shuts ithaca campus significant sign omicron variant found,campus reported nearly new case covid among student body new omicron variant detected significant number positive test university said,Commodities,2021-12-15T02:27:00Z
1671,omicron symptom five sign specific omicron different covid,omicron symptom might slightly different variant covid absolutely essential watch new sign infection five sign specific omicron meaning theyre unlikely variant including delta,Environmental,2021-12-15T02:14:00Z
1672,denton county health director hard overstate importance booster shot stem new variant,coronavirus case first local omicron case confirmed denton county public health director matt richardson emphasizing need booster shot heading,Environmental,2021-12-15T02:12:00Z
1673,official warn large holiday party case omicron variant confirmed bc news,case fastspreading omicron variant confirmed bc official said tuesday,Environmental,2021-12-15T02:11:00Z
1674,safely plan holiday gathering omicron wave,omicron variant discovered end november researcher still studying omicron better understand transmissibility well effect vaccine neutralizing virus according world health organization,Environmental,2021-12-15T01:55:00Z
1675,explainer worried omicron variant,omicron coronavirus variant detected country since first identified three week ago fueling concern large number mutation help spread faster evade protection provided covid vaccine prior infection,Environmental,2021-12-15T01:54:00Z
1676,sp nasdaq slide hot producer price data fed meet loom,fastspreading omicron coronavirus variant also tamped mood sp index hit alltime closing high late last week,Supplier Market,2021-12-15T01:53:00Z
1677,cheap dividend stock buy december dip,dividend seeker omicron dip created opportunity lock high dividend yield enjoy recovery rally,Financial Health,2021-12-15T01:46:00Z
1678,variant watch know omicron,omicron variant lead milder covid seems according may first largescale analysis case south africa newest variant concern first seen latest news india,Environmental,2021-12-15T01:42:00Z
1679,tory rebellion highlight lack trust johnson mp,tuesday vote limit pm room manoeuvre face omicron variant surge,Delays,2021-12-15T01:41:00Z
1680,omicron spreading rate seen covid variant say national,who top emergency expert said peak wave infection still number week away given rapid spread omicron variant,Delays,2021-12-15T01:32:00Z
1681,global hotel cancellation rise ahead holiday due omicron trivago,omicron outbreak first reported southern africa led flurry new testing rule border closing raising concern ahead important christmas travel season multiple event ranging sport trade show corporate party canceled also leading slowdown hotel booking trivago said overall activity around holiday travel planning slowed growing since variant discovered,Financial Health,2021-12-15T01:30:00Z
1682,miamidade find omicron variant wastewater,test wastewater county plant show concentration virus sample includes omicron evidence highly infectious variant arrived south florida,Commodities,2021-12-15T01:27:00Z
1683,omicron confirmed denton county,week official first suspected presence denton county first confirmed case covid omicron variant,Environmental,2021-12-15T01:25:00Z
1684,argentine province crdoba fear case omicron strain,health authority argentine province crdoba tuesday said high school graduate caught covid party around people isolated fear case might correspond omicron variant sarscov,Environmental,2021-12-15T01:21:00Z
1685,vaccination requirement eased victoria hundred isolate omicron exposure,people longer vaccinated access nonessential retail except salon still wear mask change come hundred isolate potential exposure omicron case,Environmental,2021-12-15T01:15:00Z
1686,u hit covid death year vaccine drive,vast majority u death among unvaccinatedomicron variant gaining foothold country deadly delta wave,Environmental,2021-12-15T01:13:00Z
